rxns,pgi1,pgi2,pgi4,pgi5,pgi6,pgi7,pgi8,pts1,pts2,pts3,pts4,sdh1,sdh2,sdh3,tpi1,tpi2,tpi3
INSTtex,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
LCTSt3ipp,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
LCTStex,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
LCTStpp,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
INSt2pp_copy1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
LDH_D,0,0,0,0,0,0.00001088,0.0137123,0.09621298,0,0,0,1.07314384,4.10687201,0.06592891,3.89352908,5.01421542,3.23853783
LPLIPAL1A120pp,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
LDH_D2,0,0,0,0.00000099,0,0,0,0,0,0,0,0,0,0,0,0,0
LEUTAi,0.30145968,0.2537984,0.30322318,0.26887617,0.31145938,0.28943742,0.29768904,0.23202234,0.32903284,0.24380505,0.35897796,0.38086686,0.39582021,0.39193937,0.2063927,0.21229063,0.2112681
LEUTRS,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
INSt2pp_copy2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
LEUabcpp,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
LPLIPAL1A140pp,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
LEUt2rpp,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
LEUtex,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
LYStex,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
LYXI,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
LGTHL,0,0,0,0,0,0,0.0137123,1.47621298,0,0,0,1.07314384,4.10687199,0.06592892,7.32352908,7.36421342,7.52741062
LPLIPAL1A141pp,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
LIPACabcpp,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
LIPAHT2ex,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
LIPAHTex,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
LIPAMPL,0.00000007,0,0,0,0.0000001,0,0,0,0,0,0,0,0,0,0,0,0.00000013
LIPATPT,0.00000007,0,0,0,0.0000001,0,0,0,0,0,0,0,0,0,0,0,0.00000013
LIPAabcpp,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
LYXt2pp,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
LYXtex,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
M1PD,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
MACPD,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
MALCOAMT,0.00000133,0.00000116,0.00000139,0.00000123,0.00000136,0.00000132,0.00000136,0.00000106,0.0000015,0.00000111,0.00000164,0.00000174,0.00000181,0.00000179,0.00000094,0.00000097,0.00000088
MALDDH,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
MALDt2_2pp,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
LPLIPAL1A160pp,0,0,0,0,0,0.00000949,0,0,0,0,0,0,0,0,0,0,0
MALDtex,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
MALS,2.05313876,1.69686387,1.40461886,1.92081921,3.22033808,0.00198591,2.66379006,0,-0.00000004,0,0.40016736,0,0,0,0.44710135,0.16014791,0.5210734
MALTATr,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
MELIBt2pp,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
LPLIPAL1A161pp,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
MELIBt3ipp,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
MELIBtex,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
MALTHXabcpp,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
MALTHXtexi,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
MALTPTabcpp,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
LPLIPAL1A180pp,0,0,0,0,0,0,0,0,0,0,0,0,0.00000019,0,0,0,0
MALTPTtexi,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
MEOHtex,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
MEOHtrpp,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
MEPCT,0.00456275,0.00384154,0.00458944,0.00406958,0.0047141,0.00438097,0.00449396,0.00350537,0.00498008,0.00369012,0.00541318,0.00575571,0.00599095,0.00593221,0.00312386,0.00321316,0.00319765
MALTTRabcpp,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
MALTTRtexi,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
LPLIPAL1A181pp,0,0,0,0,0,0.00000761,0,0,0,0,0,0,0,0,0,0,0
MALTTTRabcpp,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
MALTTTRtexi,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
MALTabcpp,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
METAT,0.00602458,0.00508028,0.0060696,0.00579119,0.0062191,0.00585042,0.00595617,3.1990391,0.21885837,2.80266725,0.00718115,0.00762211,0.00792311,0.00784542,0.00413103,0.00425882,0.00421017
METDabcpp,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
METDtex,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
METOX1s,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
METOX2s,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
MALTptspp,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
MALTtexi,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
LPLIPAL1E120pp,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
MALt2_2pp,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
MALt2_3pp,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
METS,0.10855632,0.09139379,0.10919146,0.09682301,0.11215721,0.10422743,0.10719683,0.08355087,0.11848558,0.08779484,0.12926591,0.13715003,0.14253589,0.14113839,0.07432255,0.07644599,0.07607803
METSOX1abcpp,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
METSOX1tex,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
MALt3pp,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
METSOX2abcpp,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
MALtex,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
LPLIPAL1E140pp,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
MAN1PT2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
MAN6PI,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
LPLIPAL1E141pp,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
MAN6Pt6_2pp,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
METSOX2tex,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
LPLIPAL1E160pp,0,-0.00000009,-0.00000001,0,0,0,0,0,-0.00000001,0,0,0,-0.00000001,-0.00000001,-0.0000001,0,0
MAN6Ptex,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
METSOXR1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
MANAO,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
LPLIPAL1E161pp,0,-0.00000007,-0.00000001,0,0,0,0,0,-0.00000001,0,0,0,-0.00000001,-0.00000001,-0.00000008,0,0
MANGLYCptspp,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
MANGLYCtex,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
METSOXR2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
METTRS,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
LPLIPAL1E180pp,0,0,0,0,0,0,0,0,0,0,0,0,-0.00000038,0,0,0,0
METabcpp,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
METtex,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
MANPGH,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
MANptspp,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
MANtex,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
MCITD,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
MG2t3_2pp,0.00568312,0.00478463,0.00571637,0.00506886,0.00587164,0.00545349,0.00561204,0.00437409,0.00620294,0.00459622,0.00676746,0.00718011,0.00746201,0.00738885,0.00389094,0.00400162,0.00398283
LPLIPAL1E181pp,0,-0.00000004,0,0,0,0.00001541,0,0,0,0,0,0,0,0,-0.00000004,0.00000683,0
MG2tex,0.00568312,0.00478463,0.00571637,0.00506886,0.00587164,0.00545349,0.00561204,0.00437409,0.00620294,0.00459622,0.00676746,0.00718011,0.00746201,0.00738885,0.00389094,0.00400162,0.00398283
MG2tpp,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
MCITL2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
MCITS,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
MG2uabcpp,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
LPLIPAL1G120pp,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
MGSA,0,0,0,0.00000433,0,0,0.17309685,1.47621298,0,0,0,1.07314384,4.10687199,0.06592892,7.32352908,7.36421342,7.52741062
MI1PP,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
MICITDr,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
MCOATA,1.45812223,1.26607359,1.51262913,1.34128904,1.48144318,1.44391729,1.48075306,1.15509155,1.64138065,1.21622175,1.78355273,1.89724538,1.97454953,1.95518993,1.02959019,1.05903621,0.96567689
MCPST,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
MINCYCtex,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
LPLIPAL1G140pp,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
MINCYCtpp,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
MCTP1App,0.00416818,0.00350919,0.00419256,0.00371765,0.00430644,0.00400541,0.00411604,0.00320809,0.00454942,0.00337101,0.00496346,0.00526611,0.00547287,0.00541921,0.00285373,0.00293725,0.00292113
MINOHPtexi,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
MCTP1Bpp,0,0.0007515,0,0,0.00095691,0.00087425,0.00068785,0,0.00098466,0,0.0011029,0.00117015,0.0012161,0,0.00062314,0.00064883,0.00064909
LPLIPAL1G141pp,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
MCTP2App,0.00046344,0.00039017,0.00046615,0.00041335,0.00047881,0.00044418,0.00045764,0.00035669,0.00050583,0.0003748,0.00055186,0.00058551,0.0006085,0.00060253,0.00031729,0.0003261,0.00032478
MDDCP1pp,0.00375156,0.00315845,0.00377351,0.00334607,0.00387601,0.00359568,0.00370464,0.00288744,0.0040947,0.00303407,0.00446736,0.00473976,0.00492585,0.00487755,0.0025685,0.00263978,0.00262916
MDDCP2pp,0.00046344,0.00039017,0.00046615,0.00041335,0.00047881,0.00044418,0.00045764,0.00035669,0.00050583,0.0003748,0.00055186,0.00058551,0.0006085,0.00060253,0.00031729,0.0003261,0.00032478
MDDCP3pp,0.00429141,0.0031196,0.00373866,0.00391154,0.00382834,0.00355146,0.00365908,0.00339298,0.00404435,0.00350548,0.00441242,0.00468147,0.00486527,0.00595888,0.00253691,0.00260732,0.00259683
MLDCP1App,0.00041661,0.00035075,0.00041905,0.00037158,0.00043043,0.0003993,0.0004114,0.00032065,0.00045472,0.00033693,0.0004961,0.00052635,0.00054702,0.00054165,0.00028523,0.00029315,0.00029197
MLDCP1Bpp,0.00058599,0,0.00001156,0.00060662,0,0,0,0.00054105,0,0.00050872,0,0,0,0.00114131,0,0,0
MLDCP2App,0.0003402,0.00002822,0.00092005,0.00021946,0,0.00001889,0.00022675,0.0001718,0.00002624,0.00024033,0,0,0,0.00006286,0.00001094,0.00000388,0
MLDCP2Bpp,0.00092618,0.00002825,0.0009316,0.00082608,0,0.00001345,0.00022675,0.00071285,0.00002624,0.00074905,0,0,0,0.00120417,0.00001097,0.00000388,0
MLDCP3App,0,0.0007515,0,0,0.00095691,0.00087425,0.00068785,0,0.00098466,0,0.0011029,0.00117015,0.0012161,0,0.00062314,0.00064883,0.00064909
MLDEP1pp,0,0.0007515,0,0,0.00095691,0.00087425,0.00068785,0,0.00098466,0,0.0011029,0.00117015,0.0012161,0,0.00062314,0.00064883,0.00064909
MDDCP4pp,0.00429141,0.0031196,0.00373866,0.00391154,0.00382834,0.00355146,0.00365908,0.00339298,0.00404435,0.00350548,0.00441242,0.00468147,0.00486527,0.00595888,0.00253691,0.00260732,0.00259683
MDDCP5pp,0.0003402,0.00002822,0.00092005,0.00021946,0,0.00001889,0.00022675,0.0001718,0.00002624,0.00024033,0,0,0,0.00006286,0.00001094,0.00000388,0
LPLIPAL1G160pp,0,-0.00000004,0,0,0,0,0,0,0,0,0,0,0,0,-0.00000004,0.00000355,0
MDDEP1pp,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
MDDEP2pp,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
MLDEP2pp,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
MLTG1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
MLTG2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
MDDEP3pp,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
MDDEP4pp,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
LPLIPAL1G161pp,0,-0.00000003,0,0,0,0,0,0,0,0,0,0,0,0,-0.00000003,0,0
MDH,5.06654368,4.06850374,3.8240472,4.34239063,2.76646852,1.98283512,6.0791057,0.32588285,2.51415339,0.01473979,4.02419113,0.96934652,0.64061973,0.63553609,1.61508875,4.08520626,1.94563539
MLTG3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
MLTG4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
MDH2,0,0,0,0.14358868,4.59106804,0,0,0,0.55356647,0,0,0,0,0,0,0,0
LPLIPAL1G180pp,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
MDH3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
MLTG5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
MLTGY1pp,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
MLTGY2pp,0,-0.00000003,0,0,0,0.00000544,0,0,0,0,0,0,0,0,-0.00000003,0,0
MLTGY3pp,0,0,0,0,0,0,0,0,0,0,0,0,0.00000001,0,0,0.000001,0
MLTGY4pp,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
ME1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
ME2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
MECDPDH5,0.00456275,0.00384154,0.00458944,0.00406958,0.0047141,0.00438097,0.00449396,0.00350537,0.00498008,0.00369012,0.00541318,0.00575571,0.00599095,0.00593221,0.00312386,0.00321316,0.00319765
MECDPS,0.00456275,0.00384154,0.00458944,0.00406958,0.0047141,0.00438097,0.00449396,0.00350537,0.00498008,0.00369012,0.00541318,0.00575571,0.00599095,0.00593221,0.00312386,0.00321316,0.00319765
MLTP1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
MLTP2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
MLTP3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
MMCD,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
MMETt2pp,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
LPLIPAL1G181pp,0,-0.00000001,0,0,0,0,0,0,0,0,0,0,0,0,-0.00000001,0.00000255,0
MMETtex,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
MMM,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
MOADSUx,0.0003388,0.00028537,0.00034061,0.000302,0.00035004,0.00032512,0.00033336,0.00026036,0.00036976,0.00027401,0.0004017,0.00042771,0.00044484,0.00044048,0.000232,0.00023843,0.00023744
MOAT,0.00561289,0.00472548,0.00564572,0.00500621,0.00579907,0.00540365,0.00554268,0.00432003,0.00612627,0.00453941,0.00668382,0.00709142,0.00736979,0.00729753,0.00384283,0.0039587,0.00393361
MN2t3pp,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.00000004,0
LPLIPAL2A120,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
MN2tpp,0.00045311,0.00038147,0.00045576,0.00040413,0.00046814,0.0004348,0.00044744,0.00034874,0.00049455,0.00036645,0.00053956,0.00057246,0.00059494,0.0005891,0.00031022,0.00031908,0.00031755
MOAT2,0.00561289,0.00472548,0.00564572,0.00500621,0.00579907,0.00540365,0.00554268,0.00432003,0.00612627,0.00453941,0.00668382,0.00709142,0.00736979,0.00729753,0.00384283,0.0039587,0.00393361
LPLIPAL2A140,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
MOAT3C,0.00561289,0.00472548,0.00564572,0.00500621,0.00579907,0.00538904,0.00554268,0.00432003,0.00612627,0.00453941,0.00668382,0.00709142,0.00736979,0.00729753,0.00384283,0.00395264,0.00393361
MN6PP,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
LPLIPAL2A141,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
MNLptspp,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
MOBDabcpp,0.00009434,0.00007946,0.00009485,0.0000841,0.00009747,0.00009053,0.00009286,0.00007251,0.00010296,0.0000763,0.0001119,0.00011903,0.00012387,0.00012266,0.0000646,0.00006639,0.00006612
MOBDtex,0.00009434,0.00007946,0.00009485,0.0000841,0.00009747,0.00009053,0.00009286,0.00007251,0.00010296,0.0000763,0.0001119,0.00011903,0.00012387,0.00012266,0.0000646,0.00006639,0.00006612
LPLIPAL2A160,0,0,0,0,0,0.00000949,0,0,0,0,0,0,0,0,0,0,0
MOCDS,0.00000482,0.00000406,0.00000485,0.0000043,0.00000498,0.00000462,0.00000476,0.00000371,0.00000526,0.0000039,0.00000574,0.00000593,0.00000633,0.00000627,0.0000033,0.00000339,0.00000338
MOCOS,0.00008952,0.0000754,0.00009,0.0000798,0.00009249,0.0000859,0.0000881,0.0000688,0.0000977,0.0000724,0.00010616,0.00011294,0.00011754,0.00011639,0.0000613,0.000063,0.00006274
MOGDS,0.00000482,0.00000406,0.00000485,0.0000043,0.00000498,0.00000462,0.00000476,0.00000371,0.00000526,0.0000039,0.00000574,0.00000609,0.00000633,0.00000627,0.0000033,0.00000339,0.00000338
MOHMT,0.00039664,0.00033393,0.00039896,0.00035377,0.0004098,0.00038082,0.00039168,0.00030465,0.00043292,0.00032078,0.00047232,0.0005004,0.00052079,0.00051569,0.00027156,0.00027932,0.00027797
MOX,0.00098816,0.00083194,0.0009938,0.00088119,0.00086228,0.00078527,0.00082416,0.00076292,0.00107858,0,0.00099375,0.00105458,0.0010959,0.00108516,0.00067655,0.00054348,0.0005849
MPTAT,0.0001694,0.00014268,0.0001703,0.000151,0.00017502,0.00016256,0.00016668,0.00013018,0.00018488,0.000137,0.00020085,0.00021386,0.00022242,0.00022024,0.000116,0.00011922,0.00011872
MPTG,0.00926322,0.00779869,0.00931741,0.008262,0.00957049,0.00889419,0.00914736,0.00712956,0.01011049,0.00749162,0.01103064,0.01170324,0.01216274,0.01204348,0.00634201,0.00652338,0.00649183
MNLtex,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
MNNH,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
MNt2pp,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
MNtex,0.00045311,0.00038147,0.00045576,0.00040413,0.00046814,0.0004348,0.00044744,0.00034874,0.00049455,0.00036645,0.00053956,0.00057246,0.00059494,0.0005891,0.00031022,0.00031904,0.00031755
NDPK6,0.01708105,0.01438056,0.01718097,0.0133682,0.01764764,0.01639095,0.00066124,0,0,0,0,0,0,0,0,0,0
MPTG2,0.00046344,0.00039017,0.00046615,0.00041335,0.00047881,0.00044418,0.00045764,0.00035669,0.00050583,0.0003748,0.00055186,0.00058551,0.0006085,0.00060253,0.00031729,0.0003261,0.00032478
MPTS,0.0001694,0.00014268,0.0001703,0.000151,0.00017502,0.00016256,0.00016668,0.00013018,0.00018488,0.000137,0.00020085,0.00021386,0.00022242,0.00022024,0.000116,0.00011922,0.00011872
MPTSS,0.0003388,0.00028537,0.00034061,0.000302,0.00035004,0.00032512,0.00033336,0.00026036,0.00036976,0.00027401,0.0004017,0.00042771,0.00044484,0.00044048,0.000232,0.00023843,0.00023744
MSAR,0,-0.00000063,-0.00000003,-0.00000001,0,0.00011142,0,0,0,-0.00000002,0,0,-0.00000004,-0.00000005,0,0.00001927,0
NDPK7,0.01763676,0.01484841,0.01773993,0.01759223,0.01822179,0.01692421,0,0,0,0,0,0,0,0,0,0,0
NDPK8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
LPLIPAL2A161,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
NH4tex,7.23476125,6.09120957,7.27739275,6.4530599,7.47474504,6.94381545,7.14455438,5.56854504,7.89691777,5.85135121,8.61548459,9.14083657,9.49973388,9.40678596,4.95479918,5.09455619,5.07024405
NH4tpp,7.23476125,6.09120957,7.27739275,6.4530599,7.47474504,6.94381545,7.14455438,5.56854504,7.89691777,5.85135121,8.6154844,9.14083657,9.49973388,9.40678596,4.95479918,5.09455619,5.07024405
NHFRBO,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
MSO3abcpp,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
MSO3tex,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
MTAN,0.00464401,0.00390978,0.00467116,0.00414205,0.00479805,0.00451539,0.00458592,0.00357432,0.00506875,0.00375582,0.00553008,0.00586728,0.00609762,0.00603783,0.00317949,0.00328019,0.0032546
MTHFC,0.64980479,0.4911208,0.60944379,0.58868052,0.65041675,0.62958022,0.62115341,0.47407834,0.72515996,0.48121552,0.78901735,0.83821412,0.65295383,0.69287677,6.08145701,2.06667964,4.78727442
MTHFD,0.64980479,0.4911208,0.60944379,0.58868052,0.65041675,0.62958022,0.62115341,0.47407834,0.72515996,0.48121552,0.78901735,0.83821412,0.65295383,0.69287677,6.08145701,2.06667964,4.78727442
MTHFR2,0.10870988,0.09152307,0.10934592,0.09695997,0.11231586,0.10437461,0.10734847,0.08366906,0.11865319,0.08791903,0.12944877,0.13734404,0.14273752,0.14133804,0.07442768,0.07655404,0.07618565
NI2abcpp,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
NI2t3pp,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
MTHTHFSs,0.00092269,0.00077686,0.00092814,0.00123211,0.00095329,0.0008862,0.00090943,3.19510541,0.21327928,2.79853328,0.00109581,0.00116468,0.00121157,0.00119969,0.00063141,0.00064938,0.00064659
MTRPOX,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
N2Otex,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
NI2tex,0.0002114,0.00017798,0.00021264,0.00018855,0.00021842,0.00020286,0.00020876,0.00016271,0.00023074,0.00017097,0.00025174,0.00026709,0.00027758,0.00027485,0.00014474,0.00014885,0.00014816
LPLIPAL2A180,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
NI2tpp,0.0002114,0.00017798,0.00021264,0.00018855,0.00021842,0.00020286,0.00020876,0.00016271,0.00023074,0.00017097,0.00025174,0.00026709,0.00027758,0.00027485,0.00014474,0.00014885,0.00014816
NI2uabcpp,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
N2Otpp,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
NACODA,0,0,0,0.00169634,0.00024411,0,0,0,0,0,0,0,0,0,0,0,0
NACtex,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
NACtpp,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
NADDP,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
NADH10,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
NADH16pp,24.94850431,21.75077447,25.54310503,22.47840635,25.59175325,24.30144072,24.69749401,21.41707176,25.23513686,19.21657299,27.32834649,25.3342087,29.31397723,25.51292063,26.6979694,22.89111576,20.91197408
NMNAT,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
NMNDA,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
NMNN,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
NMNPtpp,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
NADH17pp,0,0,0,0,0,0,0,0.20892921,0,1.17921042,0,0,0,0.26883436,0,0,0
NADH18pp,0,0,0,0,0,0,0,0,0,-0.00000004,0,0,0.29886012,0,-0.00000011,0,0
NMNt7pp,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
LPLIPAL2A181,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
NMNtex,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
NNAM,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
NADH5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
NADH9,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
NADK,0.00152093,0.00132123,0.00157853,0.00027454,0.00031802,0.00150676,0.0015452,0.00120538,0.00171289,0.00126921,0.00186114,0.00197986,0.00040416,0.0004002,0.00107445,0.00110515,0.00021572
NNATr,0.00156935,0.00132123,0.00157853,0.00139972,0.00162141,0.00150676,0.00154972,0.00120787,0.00171289,0.00126921,0.00186878,0.00198273,0.00206057,0.00204037,0.00107445,0.00110515,0.00109983
NNDMBRT,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
NADN,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
LPLIPAL2ATE120,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
NADPHQR2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
NADPHQR3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
NNDPR,0.00156935,0.00132123,0.00157853,0.00139972,0.00162141,0.00150676,0.00154972,0.00120787,0.00171289,0.00126921,0.00186878,0.00198273,0.00206057,0.00204037,0.00107445,0.00110515,0.00109983
NO2t2rpp,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
