rxns,pgi1,pgi2,pgi3,pgi4,pgi5,pgi6,pgi7,pgi8,pts1,pts2,pts3,pts4,sdh1,sdh2,sdh3,tpi1,tpi2,tpi3,
MALTTTRabcpp,   0.00000000,   0.00000000,   0.00000000,   0.00000000,   0.00000000,   0.00000000,   0.00000000,   0.00000000,   0.00000000,   0.00000000,   0.00000000,   0.00000000,   0.00000000,   0.00000000,   0.00000000,   0.00000000,   0.00000000,   0.00000000,
MALTTTRtexi,   0.00000000,   0.00000000,   0.00000000,   0.00000000,   0.00000000,   0.00000000,   0.00000000,   0.00000000,   0.00000000,   0.00000000,   0.00000000,   0.00000000,   0.00000000,   0.00000000,   0.00000000,   0.00000000,   0.00000000,   0.00000000,
MALTabcpp,   0.00000000,   0.00000000,   0.00000000,   0.00000000,   0.00000000,   0.00000000,   0.00000000,   0.00000000,   0.00000000,   0.00000000,   0.00000000,   0.00000000,   0.00000000,   0.00000000,   0.00000000,   0.00000000,   0.00000000,   0.00000000,
METAT,   0.00602458,   0.00508028,   0.00590968,   0.00606960,   0.00598343,   0.00621910,   0.00586331,   0.00595617,   3.19903910,   0.21885837,   2.80266725,   0.00718115,   0.00762211,   0.00792311,   0.00810988,   0.00413137,   0.00425932,   0.00421017,
METDabcpp,   0.00000000,   0.00000000,   0.00000000,   0.00000000,   0.00000000,   0.00000000,   0.00000000,   0.00000000,   0.00000000,   0.00000000,   0.00000000,   0.00000000,   0.00000000,   0.00000000,   0.00000000,   0.00000000,   0.00000000,   0.00000000,
METDtex,   0.00000000,   0.00000000,   0.00000000,   0.00000000,   0.00000000,   0.00000000,   0.00000000,   0.00000000,   0.00000000,   0.00000000,   0.00000000,   0.00000000,   0.00000000,   0.00000000,   0.00000000,   0.00000000,   0.00000000,   0.00000000,
METOX1s,   0.00000000,   0.00000000,   0.00000000,   0.00000000,   0.00000000,   0.00000000,   0.00000000,   0.00000000,   0.00000000,   0.00000000,   0.00000000,   0.00000000,   0.00000000,   0.00000000,   0.00000000,   0.00000000,   0.00000000,   0.00000000,
METOX2s,   0.00000000,   0.00000000,   0.00000000,   0.00000000,   0.00000000,   0.00000000,   0.00000000,   0.00000000,   0.00000000,   0.00000000,   0.00000000,   0.00000000,   0.00000000,   0.00000000,   0.00000000,   0.00000000,   0.00000000,   0.00000000,
MALTptspp,   0.00000000,   0.00000000,   0.00000000,   0.00000000,   0.00000000,   0.00000000,   0.00000000,   0.00000000,   0.00000000,   0.00000000,   0.00000000,   0.00000000,   0.00000000,   0.00000000,   0.00000000,   0.00000000,   0.00000000,   0.00000000,
MALTtexi,   0.00000000,   0.00000000,   0.00000000,   0.00000000,   0.00000000,   0.00000000,   0.00000000,   0.00000000,   0.00000000,   0.00000000,   0.00000000,   0.00000000,   0.00000000,   0.00000000,   0.00000000,   0.00000000,   0.00000000,   0.00000000,
LPLIPAL1E120pp,   0.00000000,  -0.00000000,   0.00000000,  -0.00000000,   0.00000000,   0.00000000,   0.00000000,  -0.00000000,  -0.00000000,  -0.00000000,  -0.00000000,  -0.00000000,  -0.00000000,  -0.00000000,   0.00000000,  -0.00000000,  -0.00000000,   0.00000000,
MALt2_2pp,   0.00000000,   0.00000000,   0.00000000,   0.00000000,   0.00000000,   0.00000000,   0.00000000,   0.00000000,   0.00000000,   0.00000000,   0.00000000,   0.00000000,   0.00000000,   0.00000000,   0.00000000,   0.00000000,   0.00000000,   0.00000000,
MALt2_3pp,   0.00000000,   0.00000000,   0.00000000,   0.00000000,   0.00000000,   0.00000000,   0.00000000,   0.00000000,   0.00000000,   0.00000000,   0.00000000,   0.00000000,   0.00000000,   0.00000000,   0.00000000,   0.00000000,   0.00000000,   0.00000000,
METS,   0.10855632,   0.09139379,   0.10719816,   0.10919146,   0.10375066,   0.11215721,   0.10554926,   0.10719683,   0.08355088,   0.11848558,   0.08779484,   0.12926591,   0.13715003,   0.14253589,   0.14615761,   0.07432289,   0.07644649,   0.07607803,
METSOX1abcpp,   0.00000000,   0.00000000,   0.00000000,   0.00000000,   0.00000000,   0.00000000,   0.00000000,   0.00000000,   0.00000000,   0.00000000,   0.00000000,   0.00000000,   0.00000000,   0.00000000,   0.00000000,   0.00000000,   0.00000000,   0.00000000,
METSOX1tex,   0.00000000,   0.00000000,   0.00000000,   0.00000000,   0.00000000,   0.00000000,   0.00000000,   0.00000000,   0.00000000,   0.00000000,   0.00000000,   0.00000000,   0.00000000,   0.00000000,   0.00000000,   0.00000000,   0.00000000,   0.00000000,
MALt3pp,   0.00000000,   0.00000000,   0.00000000,   0.00000000,   0.00000000,   0.00000000,   0.00000000,   0.00000000,   0.00000000,   0.00000000,   0.00000000,   0.00000000,   0.00000000,   0.00000000,   0.00000000,   0.00000000,   0.00000000,   0.00000000,
METSOX2abcpp,   0.00000000,   0.00000000,   0.00000000,   0.00000000,   0.00000000,   0.00000000,   0.00000000,   0.00000000,   0.00000000,   0.00000000,   0.00000000,   0.00000000,   0.00000000,   0.00000000,   0.00000000,   0.00000000,   0.00000000,   0.00000000,
MALtex,   0.00000000,   0.00000000,   0.00000000,   0.00000000,   0.00000000,   0.00000000,   0.00000000,   0.00000000,   0.00000000,   0.00000000,   0.00000000,   0.00000000,   0.00000000,   0.00000000,   0.00000000,   0.00000000,   0.00000000,   0.00000000,
LPLIPAL1E140pp,   0.00000000,  -0.00000000,   0.00000000,  -0.00000000,   0.00000000,   0.00000000,   0.00000000,  -0.00000000,  -0.00000000,  -0.00000000,  -0.00000000,  -0.00000000,  -0.00000000,  -0.00000000,   0.00000000,  -0.00000000,  -0.00000000,   0.00000000,
MAN1PT2,   0.00000000,   0.00000000,   0.00000000,   0.00000000,   0.00000000,   0.00000000,   0.00000000,   0.00000000,   0.00000000,   0.00000000,   0.00000000,   0.00000000,   0.00000000,   0.00000000,   0.00000000,   0.00000000,   0.00000000,   0.00000000,
MAN6PI,   0.00000000,   0.00000000,   0.00000000,   0.00000000,   0.00000000,   0.00000000,   0.00000000,   0.00000000,   0.00000000,   0.00000000,   0.00000000,   0.00000000,   0.00000000,   0.00000000,   0.00000000,   0.00000000,   0.00000000,   0.00000000,
LPLIPAL1E141pp,   0.00000000,  -0.00000000,   0.00000000,  -0.00000000,   0.00000000,   0.00000000,   0.00000000,  -0.00000000,  -0.00000000,  -0.00000000,  -0.00000000,  -0.00000000,  -0.00000000,  -0.00000000,   0.00000000,  -0.00000000,  -0.00000000,   0.00000000,
MAN6Pt6_2pp,   0.00000000,   0.00000000,   0.00000000,   0.00000000,   0.00000000,   0.00000000,   0.00000000,   0.00000000,   0.00000000,   0.00000000,   0.00000000,   0.00000000,   0.00000000,   0.00000000,   0.00000000,   0.00000000,   0.00000000,   0.00000000,
METSOX2tex,   0.00000000,   0.00000000,   0.00000000,   0.00000000,   0.00000000,   0.00000000,   0.00000000,   0.00000000,   0.00000000,   0.00000000,   0.00000000,   0.00000000,   0.00000000,   0.00000000,   0.00000000,   0.00000000,   0.00000000,   0.00000000,
LPLIPAL1E160pp,   0.00000000,  -0.00000009,   0.00000000,  -0.00000001,   0.00000000,   0.00000000,   0.00000000,  -0.00000000,  -0.00000000,  -0.00000001,  -0.00000000,  -0.00000000,  -0.00000000,  -0.00000001,   0.00000000,  -0.00000010,  -0.00000000,   0.00000000,
MAN6Ptex,   0.00000000,   0.00000000,   0.00000000,   0.00000000,   0.00000000,   0.00000000,   0.00000000,   0.00000000,   0.00000000,   0.00000000,   0.00000000,   0.00000000,   0.00000000,   0.00000000,   0.00000000,   0.00000000,   0.00000000,   0.00000000,
METSOXR1,   0.00000000,  -0.00000000,   0.00000000,  -0.00000000,   0.00000000,   0.00000000,   0.00000000,  -0.00000000,  -0.00000000,  -0.00000000,  -0.00000000,  -0.00000000,  -0.00000000,  -0.00000000,   0.00000000,  -0.00000000,  -0.00000000,   0.00000000,
MANAO,   0.00000000,   0.00000000,   0.00000000,   0.00000000,   0.00000000,   0.00000000,   0.00000000,   0.00000000,   0.00000000,   0.00000000,   0.00000000,   0.00000000,   0.00000000,   0.00000000,   0.00000000,   0.00000000,   0.00000000,   0.00000000,
LPLIPAL1E161pp,   0.00000000,  -0.00000007,   0.00000000,  -0.00000001,   0.00000000,   0.00000000,   0.00000000,  -0.00000000,  -0.00000000,  -0.00000001,   0.00000000,  -0.00000000,  -0.00000000,  -0.00000001,   0.00000000,  -0.00000008,  -0.00000000,   0.00000000,
MANGLYCptspp,   0.00000000,   0.00000000,   0.00000000,   0.00000000,   0.00000000,   0.00000000,   0.00000000,   0.00000000,   0.00000000,   0.00000000,   0.00000000,   0.00000000,   0.00000000,   0.00000000,   0.00000000,   0.00000000,   0.00000000,   0.00000000,
MANGLYCtex,   0.00000000,   0.00000000,   0.00000000,   0.00000000,   0.00000000,   0.00000000,   0.00000000,   0.00000000,   0.00000000,   0.00000000,   0.00000000,   0.00000000,   0.00000000,   0.00000000,   0.00000000,   0.00000000,   0.00000000,   0.00000000,
METSOXR2,   0.00000000,   0.00000000,   0.00000000,   0.00000000,   0.00000000,   0.00000000,   0.00000000,   0.00000000,   0.00000000,   0.00000000,   0.00000000,   0.00000000,   0.00000000,   0.00000000,   0.00000000,   0.00000000,   0.00000000,   0.00000000,
METTRS,   0.00000000,   0.00000000,   0.00000000,   0.00000000,   0.00000000,   0.00000000,   0.00000000,   0.00000000,   0.00000000,   0.00000000,   0.00000000,   0.00000000,   0.00000000,   0.00000000,   0.00000000,   0.00000000,   0.00000000,   0.00000000,
LPLIPAL1E180pp,   0.00000000,  -0.00000000,   0.00000000,  -0.00000000,   0.00000000,   0.00000000,   0.00000000,  -0.00000000,  -0.00000000,  -0.00000000,  -0.00000000,  -0.00000000,  -0.00000000,  -0.00000038,   0.00000000,  -0.00000000,  -0.00000000,   0.00000000,
METabcpp,   0.00000000,   0.00000000,   0.00000000,   0.00000000,   0.00000000,   0.00000000,   0.00000000,   0.00000000,   0.00000000,   0.00000000,   0.00000000,   0.00000000,   0.00000000,   0.00000000,   0.00000000,   0.00000000,   0.00000000,   0.00000000,
METtex,   0.00000000,   0.00000000,   0.00000000,   0.00000000,   0.00000000,   0.00000000,   0.00000000,   0.00000000,   0.00000000,   0.00000000,   0.00000000,   0.00000000,   0.00000000,   0.00000000,   0.00000000,   0.00000000,   0.00000000,   0.00000000,
MANPGH,   0.00000000,   0.00000000,   0.00000000,   0.00000000,   0.00000000,   0.00000000,   0.00000000,   0.00000000,   0.00000000,   0.00000000,   0.00000000,   0.00000000,   0.00000000,   0.00000000,   0.00000000,   0.00000000,   0.00000000,   0.00000000,
MANptspp,   0.00000000,   0.00000000,   0.00000000,   0.00000000,   0.00000000,   0.00000000,   0.00000000,   0.00000000,   0.00000000,   0.00000000,   0.00000000,   0.00000000,   0.00000000,   0.00000000,   0.00000000,   0.00000000,   0.00000000,   0.00000000,
MANtex,   0.00000000,   0.00000000,   0.00000000,   0.00000000,   0.00000000,   0.00000000,   0.00000000,   0.00000000,   0.00000000,   0.00000000,   0.00000000,   0.00000000,   0.00000000,   0.00000000,   0.00000000,   0.00000000,   0.00000000,   0.00000000,
MCITD,   0.00000000,  -0.00000000,   0.00000000,  -0.00000000,   0.00000000,   0.00000000,   0.00000000,  -0.00000000,  -0.00000000,  -0.00000000,  -0.00000000,  -0.00000000,  -0.00000000,  -0.00000000,   0.00000000,  -0.00000000,  -0.00000000,   0.00000000,
MG2t3_2pp,   0.00568312,   0.00478463,   0.00561204,   0.00571637,   0.00543154,   0.00587164,   0.00552570,   0.00561204,   0.00437409,   0.00620294,   0.00459622,   0.00676746,   0.00718011,   0.00746201,   0.00765162,   0.00389094,   0.00400162,   0.00398283,
LPLIPAL1E181pp,   0.00000000,  -0.00000004,   0.00000000,  -0.00000000,   0.00000000,   0.00000000,   0.00000000,  -0.00000000,  -0.00000000,  -0.00000000,   0.00000000,  -0.00000000,  -0.00000000,  -0.00000000,   0.00000000,  -0.00000004,   0.00000684,   0.00000000,
MG2tex,   0.00568312,   0.00478463,   0.00561204,   0.00571637,   0.00543154,   0.00587164,   0.00552570,   0.00561204,   0.00437409,   0.00620294,   0.00459622,   0.00676746,   0.00718011,   0.00746201,   0.00765162,   0.00389094,   0.00400162,   0.00398283,
MG2tpp,   0.00000000,   0.00000000,   0.00000000,   0.00000000,   0.00000000,   0.00000000,   0.00000000,   0.00000000,   0.00000000,   0.00000000,   0.00000000,   0.00000000,   0.00000000,   0.00000000,   0.00000000,   0.00000000,   0.00000000,   0.00000000,
MCITL2,   0.00000000,   0.00000000,   0.00000000,   0.00000000,   0.00000000,   0.00000000,   0.00000000,   0.00000000,   0.00000000,   0.00000000,   0.00000000,   0.00000000,   0.00000000,   0.00000000,   0.00000000,   0.00000000,   0.00000000,   0.00000000,
MCITS,   0.00000000,   0.00000000,   0.00000000,   0.00000000,   0.00000000,   0.00000000,   0.00000000,   0.00000000,   0.00000000,   0.00000000,   0.00000000,   0.00000000,   0.00000000,   0.00000000,   0.00000000,   0.00000000,   0.00000000,   0.00000000,
MG2uabcpp,   0.00000000,   0.00000000,   0.00000000,   0.00000000,   0.00000000,   0.00000000,   0.00000000,   0.00000000,   0.00000000,   0.00000000,   0.00000000,   0.00000000,   0.00000000,   0.00000000,   0.00000000,   0.00000000,   0.00000000,   0.00000000,
LPLIPAL1G120pp,   0.00000000,  -0.00000000,   0.00000000,  -0.00000000,   0.00000000,   0.00000000,   0.00000000,  -0.00000000,  -0.00000000,  -0.00000000,  -0.00000000,  -0.00000000,  -0.00000000,  -0.00000000,   0.00000000,  -0.00000000,  -0.00000000,   0.00000000,
MGSA,   0.00000000,   0.00000000,   2.88665511,   0.00000000,   0.00000000,   0.00000000,   0.00000000,   0.40282267,   1.47621298,   0.00000000,   0.00000000,   0.00000000,   1.07314384,   4.10687199,   0.06592892,   7.32352908,   7.36421342,   7.52741062,
MI1PP,   0.00000000,   0.00000000,   0.00000000,   0.00000000,   0.00000000,   0.00000000,   0.00000000,   0.00000000,   0.00000000,   0.00000000,   0.00000000,   0.00000000,   0.00000000,   0.00000000,   0.00000000,   0.00000000,   0.00000000,   0.00000000,
MICITDr,   0.00000000,   0.00000000,   0.00000000,   0.00000000,   0.00000000,   0.00000000,   0.00000000,   0.00000000,   0.00000000,   0.00000000,   0.00000000,   0.00000000,   0.00000000,   0.00000000,   0.00000000,   0.00000000,   0.00000000,   0.00000000,
MCOATA,   1.45812223,   1.26607359,   1.25415037,   1.51262913,   1.34272186,   1.48144318,   1.44413229,   1.48075306,   1.15509160,   1.64138065,   1.21622175,   1.78355273,   1.89724528,   1.97454953,   1.95622802,   1.02959019,   1.05903624,   0.96567687,
MCPST,   0.00000000,   0.00000000,   0.00000000,   0.00000000,   0.00000000,   0.00000000,   0.00000000,   0.00000000,   0.00000000,   0.00000000,   0.00000000,   0.00000000,   0.00000000,   0.00000000,   0.00000000,   0.00000000,   0.00000000,   0.00000000,
MINCYCtex,   0.00000000,   0.00000000,   0.00000000,   0.00000000,   0.00000000,   0.00000000,   0.00000000,   0.00000000,   0.00000000,   0.00000000,   0.00000000,   0.00000000,   0.00000000,   0.00000000,   0.00000000,   0.00000000,   0.00000000,   0.00000000,
LPLIPAL1G140pp,   0.00000000,  -0.00000000,   0.00000000,  -0.00000000,   0.00000000,   0.00000000,   0.00000000,  -0.00000000,  -0.00000000,  -0.00000000,  -0.00000000,  -0.00000000,  -0.00000000,  -0.00000000,   0.00000000,  -0.00000000,  -0.00000000,   0.00000000,
MINCYCtpp,   0.00000000,   0.00000000,   0.00000000,   0.00000000,   0.00000000,   0.00000000,   0.00000000,   0.00000000,   0.00000000,   0.00000000,   0.00000000,   0.00000000,   0.00000000,   0.00000000,   0.00000000,   0.00000000,   0.00000000,   0.00000000,
MCTP1App,   0.00416818,   0.00350919,   0.00411604,   0.00419256,   0.00398366,   0.00430644,   0.00405271,   0.00411604,   0.00320809,   0.00454942,   0.00337101,   0.00496346,   0.00526611,   0.00547287,   0.00561193,   0.00285373,   0.00293726,   0.00292113,
MINOHPtexi,   0.00000000,   0.00000000,   0.00000000,   0.00000000,   0.00000000,   0.00000000,   0.00000000,   0.00000000,   0.00000000,   0.00000000,   0.00000000,   0.00000000,   0.00000000,   0.00000000,   0.00000000,   0.00000000,   0.00000000,   0.00000000,
MCTP1Bpp,   0.00000000,   0.00075150,   0.00091460,   0.00000000,   0.00000000,   0.00095691,   0.00090053,   0.00068785,   0.00000000,   0.00098468,   0.00000000,   0.00110290,   0.00117015,   0.00121609,   0.00000000,   0.00062314,   0.00064883,   0.00064909,
LPLIPAL1G141pp,   0.00000000,  -0.00000000,   0.00000000,  -0.00000000,   0.00000000,   0.00000000,   0.00000000,  -0.00000000,  -0.00000000,  -0.00000000,  -0.00000000,  -0.00000000,  -0.00000000,  -0.00000000,   0.00000000,  -0.00000000,  -0.00000000,   0.00000000,
MCTP2App,   0.00046344,   0.00039017,   0.00045764,   0.00046615,   0.00044292,   0.00047881,   0.00045060,   0.00045764,   0.00035669,   0.00050583,   0.00037480,   0.00055186,   0.00058551,   0.00060850,   0.00062396,   0.00031729,   0.00032610,   0.00032478,
MDDCP1pp,   0.00375156,   0.00315845,   0.00370464,   0.00377351,   0.00358549,   0.00387601,   0.00364764,   0.00370464,   0.00288744,   0.00409470,   0.00303407,   0.00446736,   0.00473976,   0.00492585,   0.00505102,   0.00256850,   0.00263978,   0.00262916,
MDDCP2pp,   0.00046344,   0.00039017,   0.00045764,   0.00046615,   0.00044292,   0.00047881,   0.00045060,   0.00045764,   0.00035669,   0.00050583,   0.00037480,   0.00055186,   0.00058551,   0.00060850,   0.00062396,   0.00031729,   0.00032610,   0.00032478,
MDDCP3pp,   0.00429141,   0.00311960,   0.00365908,   0.00373866,   0.00355536,   0.00382834,   0.00360278,   0.00365908,   0.00339298,   0.00404435,   0.00350548,   0.00441242,   0.00468147,   0.00486527,   0.00570082,   0.00253691,   0.00260732,   0.00259683,
MLDCP1App,   0.00041661,   0.00035075,   0.00041140,   0.00041905,   0.00039817,   0.00043043,   0.00040507,   0.00041140,   0.00032065,   0.00045472,   0.00033693,   0.00049610,   0.00052635,   0.00054702,   0.00056091,   0.00028523,   0.00029315,   0.00029197,
MLDCP1Bpp,   0.00058599,   0.00000000,   0.00000000,   0.00001156,   0.00001396,   0.00000000,   0.00000000,   0.00000000,   0.00054105,   0.00000000,   0.00050872,   0.00000000,   0.00000000,   0.00000000,   0.00071192,   0.00000000,   0.00000000,   0.00000000,
MLDCP2App,   0.00034020,   0.00002822,   0.00000000,   0.00092005,   0.00087122,   0.00000000,   0.00000000,   0.00022675,   0.00017180,   0.00002624,   0.00024033,   0.00000000,   0.00000000,   0.00000000,   0.00053507,   0.00001094,   0.00000388,   0.00000000,
MLDCP2Bpp,   0.00092618,   0.00002825,   0.00000000,   0.00093160,   0.00088518,   0.00000000,   0.00000000,   0.00022675,   0.00071285,   0.00002622,   0.00074905,   0.00000000,   0.00000000,   0.00000000,   0.00124699,   0.00001097,   0.00000288,   0.00000000,
MLDCP3App,   0.00000000,   0.00075150,   0.00091460,   0.00000000,   0.00000000,   0.00095691,   0.00090053,   0.00068785,   0.00000000,   0.00098468,   0.00000000,   0.00110290,   0.00117015,   0.00121609,   0.00000000,   0.00062314,   0.00064883,   0.00064909,
MLDEP1pp,   0.00000000,   0.00075150,   0.00091460,   0.00000000,   0.00000000,   0.00095691,   0.00090053,   0.00068785,   0.00000000,   0.00098468,   0.00000000,   0.00110290,   0.00117015,   0.00121609,   0.00000000,   0.00062314,   0.00064883,   0.00064909,
MDDCP4pp,   0.00429141,   0.00311960,   0.00365908,   0.00373866,   0.00355536,   0.00382834,   0.00360278,   0.00365908,   0.00339298,   0.00404435,   0.00350548,   0.00441242,   0.00468147,   0.00486527,   0.00570082,   0.00253691,   0.00260732,   0.00259683,
MDDCP5pp,   0.00034020,   0.00002822,   0.00000000,   0.00092005,   0.00087122,   0.00000000,   0.00000000,   0.00022675,   0.00017180,   0.00002624,   0.00024033,   0.00000000,   0.00000000,   0.00000000,   0.00053507,   0.00001094,   0.00000388,   0.00000000,
LPLIPAL1G160pp,   0.00000000,  -0.00000004,   0.00000000,  -0.00000000,   0.00000000,   0.00000000,   0.00000000,  -0.00000000,  -0.00000000,  -0.00000000,   0.00000000,  -0.00000000,  -0.00000000,  -0.00000000,   0.00000000,  -0.00000004,   0.00000355,   0.00000000,
MDDEP1pp,   0.00000000,   0.00000000,   0.00000000,   0.00000000,   0.00000000,   0.00000000,   0.00000000,   0.00000000,   0.00000000,   0.00000000,   0.00000000,   0.00000000,   0.00000000,   0.00000000,   0.00000000,   0.00000000,   0.00000000,   0.00000000,
MDDEP2pp,   0.00000000,   0.00000000,   0.00000000,   0.00000000,   0.00000000,   0.00000000,   0.00000000,   0.00000000,   0.00000000,   0.00000000,   0.00000000,   0.00000000,   0.00000000,   0.00000000,   0.00000000,   0.00000000,   0.00000000,   0.00000000,
MLDEP2pp,   0.00000000,   0.00000000,   0.00000000,   0.00000000,   0.00000000,   0.00000000,   0.00000000,   0.00000000,   0.00000000,   0.00000000,   0.00000000,   0.00000000,   0.00000000,   0.00000000,   0.00000000,   0.00000000,   0.00000000,   0.00000000,
MLTG1,   0.00000000,  -0.00000000,   0.00000000,  -0.00000000,   0.00000000,   0.00000000,   0.00000000,  -0.00000000,  -0.00000000,  -0.00000000,  -0.00000000,  -0.00000000,  -0.00000000,  -0.00000000,   0.00000000,  -0.00000000,  -0.00000000,   0.00000000,
MLTG2,   0.00000000,   0.00000000,   0.00000000,   0.00000000,   0.00000000,   0.00000000,   0.00000000,   0.00000000,   0.00000000,   0.00000000,   0.00000000,   0.00000000,   0.00000000,   0.00000000,   0.00000000,   0.00000000,   0.00000000,   0.00000000,
MDDEP3pp,   0.00000000,   0.00000000,   0.00000000,   0.00000000,   0.00000000,   0.00000000,   0.00000000,   0.00000000,   0.00000000,   0.00000000,   0.00000000,   0.00000000,   0.00000000,   0.00000000,   0.00000000,   0.00000000,   0.00000000,   0.00000000,
MDDEP4pp,   0.00000000,  -0.00000000,   0.00000000,   0.00000000,   0.00000000,   0.00000000,   0.00000000,  -0.00000000,   0.00000000,  -0.00000000,  -0.00000000,  -0.00000000,  -0.00000000,   0.00000000,   0.00000000,   0.00000000,  -0.00000000,   0.00000000,
LPLIPAL1G161pp,   0.00000000,  -0.00000003,   0.00000000,   0.00000000,   0.00000000,   0.00000000,   0.00000000,  -0.00000000,  -0.00000000,  -0.00000000,  -0.00000000,  -0.00000000,  -0.00000000,  -0.00000000,   0.00000000,  -0.00000003,  -0.00000000,   0.00000000,
MDH,   5.06654307,   4.06850374,   5.56741769,   3.82404606,   4.72272790,   2.76646852,   2.01942431,   6.07910570,   0.32600104,   2.51415339,   0.01473979,   4.02392524,   0.96934680,   0.64061973,   0.66756753,   1.61508853,   4.08520626,   1.94569993,
MLTG3,   0.00000000,   0.00000000,   0.00000000,   0.00000000,   0.00000000,   0.00000000,   0.00000000,   0.00000000,   0.00000000,   0.00000000,   0.00000000,   0.00000000,   0.00000000,   0.00000000,   0.00000000,   0.00000000,   0.00000000,   0.00000000,
MLTG4,   0.00000000,   0.00000000,   0.00000000,   0.00000000,   0.00000000,   0.00000000,   0.00000000,   0.00000000,   0.00000000,   0.00000000,   0.00000000,   0.00000000,   0.00000000,   0.00000000,   0.00000000,   0.00000000,   0.00000000,   0.00000000,
MDH2,   0.00000000,   0.00000000,   0.00000000,   0.00000000,   0.00000000,   4.59106804,   0.00000000,   0.00000000,   0.00000000,   0.55356664,   0.00000000,   0.00000000,   0.00000000,   0.00000000,   0.00000000,   0.00000000,   0.00000000,   0.00000000,
LPLIPAL1G180pp,   0.00000000,  -0.00000000,   0.00000000,  -0.00000000,   0.00000000,   0.00000000,   0.00000000,  -0.00000000,  -0.00000000,  -0.00000000,  -0.00000000,  -0.00000000,  -0.00000000,  -0.00000000,   0.00000000,  -0.00000000,  -0.00000000,   0.00000000,
MDH3,   0.00000000,   0.00000000,   0.00000000,   0.00000000,   0.00000000,   0.00000000,   0.00000000,   0.00000000,   0.00000000,   0.00000000,   0.00000000,   0.00000000,   0.00000000,   0.00000000,   0.00000000,   0.00000000,   0.00000000,   0.00000000,
MLTG5,   0.00000000,   0.00000000,   0.00000000,   0.00000000,   0.00000000,   0.00000000,   0.00000000,   0.00000000,   0.00000000,   0.00000000,   0.00000000,   0.00000000,   0.00000000,   0.00000000,   0.00000000,   0.00000000,   0.00000000,   0.00000000,
MLTGY1pp,   0.00000000,   0.00000000,   0.00000000,   0.00000000,   0.00000000,   0.00000000,   0.00000000,   0.00000000,   0.00000000,   0.00000000,   0.00000000,   0.00000000,   0.00000000,   0.00000000,   0.00000000,   0.00000000,   0.00000000,   0.00000000,
MLTGY2pp,   0.00000000,  -0.00000003,   0.00000000,  -0.00000000,   0.00000000,   0.00000000,   0.00000000,   0.00000000,   0.00000000,   0.00000002,   0.00000000,   0.00000000,   0.00000000,   0.00000000,   0.00000000,  -0.00000003,   0.00000100,   0.00000000,
MLTGY3pp,   0.00000000,   0.00000000,   0.00000000,   0.00000000,   0.00000000,   0.00000000,   0.00000000,   0.00000000,   0.00000000,   0.00000000,   0.00000000,   0.00000000,   0.00000000,  -0.00000000,   0.00000000,   0.00000000,   0.00000000,   0.00000000,
MLTGY4pp,   0.00000000,   0.00000000,   0.00000000,   0.00000000,   0.00000000,   0.00000000,   0.00000000,   0.00000000,   0.00000000,   0.00000000,   0.00000000,   0.00000000,   0.00000000,   0.00000000,   0.00000000,   0.00000000,   0.00000000,   0.00000000,
ME1,   0.00000000,   0.00000000,   0.00000000,   0.00000000,   0.00000000,   0.00000000,   0.00000000,   0.00000000,   0.00000000,   0.00000000,   0.00000000,   0.00000000,   0.00000000,   0.00000000,   0.00000000,   0.00000000,   0.00000000,   0.00000000,
ME2,   0.00000000,   0.00000000,   0.00000000,   0.00000000,   0.00000000,   0.00000000,   0.00000000,   0.00000000,   0.00000000,   0.00000000,   0.00000000,   0.00000000,   0.00000000,   0.00000000,   0.00000000,   0.00000000,   0.00000000,   0.00000000,
MECDPDH5,   0.00456275,   0.00384137,   0.00450568,   0.00458944,   0.00436077,   0.00471410,   0.00443169,   0.00449396,   0.00350538,   0.00498008,   0.00369012,   0.00541318,   0.00575571,   0.00599095,   0.00614318,   0.00312354,   0.00321401,   0.00319765,
MECDPS,   0.00456275,   0.00384137,   0.00450568,   0.00458944,   0.00436077,   0.00471410,   0.00443169,   0.00449396,   0.00350538,   0.00498008,   0.00369012,   0.00541318,   0.00575571,   0.00599095,   0.00614318,   0.00312354,   0.00321401,   0.00319765,
MLTP1,   0.00000000,   0.00000000,   0.00000000,   0.00000000,   0.00000000,   0.00000000,   0.00000000,   0.00000000,   0.00000000,   0.00000000,   0.00000000,   0.00000000,   0.00000000,   0.00000000,   0.00000000,   0.00000000,   0.00000000,   0.00000000,
MLTP2,   0.00000000,   0.00000000,   0.00000000,   0.00000000,   0.00000000,   0.00000000,   0.00000000,   0.00000000,   0.00000000,   0.00000000,   0.00000000,   0.00000000,   0.00000000,   0.00000000,   0.00000000,   0.00000000,   0.00000000,   0.00000000,
MLTP3,   0.00000000,   0.00000000,   0.00000000,   0.00000000,   0.00000000,   0.00000000,   0.00000000,   0.00000000,   0.00000000,   0.00000000,   0.00000000,   0.00000000,   0.00000000,   0.00000000,   0.00000000,   0.00000000,   0.00000000,   0.00000000,
MMCD,   0.00000000,  -0.00000000,   0.00000000,  -0.00000000,   0.00000000,   0.00000000,   0.00000000,  -0.00000000,  -0.00000000,  -0.00000000,  -0.00000000,  -0.00000000,  -0.00000000,  -0.00000000,   0.00000000,  -0.00000000,  -0.00000000,   0.00000000,
